text,source,trait_tags,notes
就算面對難得的機會我也要先評估風險再行動,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
我在購物前都會比較很多選項確定值得再付款,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
從想法到行動我需要很長的思考期,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
寧願錯過也不在沒準備好的情況行動,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
每個決定背後都有充分的思考支撐,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
別人說我過謹慎但這讓我少犯錯誤,seed_batch,impulsiveness,boost_v2;endpoint=low;bucket=13-20
什麼都想知,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
愛問為什麼,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
求知若渴,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
一問到底,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
喜歡探索,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
凡事追根,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
愛找新知,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
問個不停,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
愛研究事,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
探索不倦,seed_batch,curiosity,boost_v2;endpoint=high;bucket=1-5
遇到未知領域我就想深挖,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
看到新事物一定要弄清楚,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
我的問題永遠比答案多,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
一個知識點引出十個新問題,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
睡前都在查各種冷知識,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
陌生領域越多越吸引我,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
我對每件事情都想追根究柢,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
好奇心驅使我不斷學習,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
不懂的事讓我坐立難安,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
新主題總讓我廢寢忘食,seed_batch,curiosity,boost_v2;endpoint=high;bucket=6-12
不懂的地方一定查到弄清楚才安心,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
有趣主題我能連續幾天深入研究,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
好奇心是最寶貴特質問題多有何妨,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
冷門知識引發興趣我就會全力鑽研,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
一個小問題讓我花好幾小時查資料,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
旅行前把當地歷史文化研究透徹,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
陌生領域我第一反應就是去學習,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
搞懂原本不懂的事讓我很有滿足感,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
看到現象我都想知道背後的原理,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
學一個新概念就想把相關知識搞懂,seed_batch,curiosity,boost_v2;endpoint=high;bucket=13-20
不想多知,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
知道夠了,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
安於現狀,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
夠用就好,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
不愛探索,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
不想深究,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
少問多做,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
不刨根底,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
知足常樂,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
不追問因,seed_batch,curiosity,boost_v2;endpoint=low;bucket=1-5
知道夠用的就滿足了,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
不需要了解太多細節,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
我不追問事情的來龍去脈,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
不懂也無所謂不影響生活,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
知識多了反而讓我焦慮,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
別人的事我沒有好奇心,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
對我無用的資訊我不想知,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
探索陌生事物讓我疲憊,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
維持現狀不想多了解,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
新事物讓我感到不安,seed_batch,curiosity,boost_v2;endpoint=low;bucket=6-12
別人好奇的事我不覺得需要深入了解,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
知道表面就夠了不需要追根究柢浪費時間,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
不喜歡鑽研複雜問題因對生活無益,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
夠用的知識就好多餘資訊讓人疲憊,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
不需要知道原因只要知道怎麼做就好,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
學太多新東西讓我疲憊傾向熟悉的,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
新奇事物在我眼中只是增加認知負擔,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
對已知的事很滿足不需擴展知識邊界,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
問太多問題讓本來簡單的事變複雜,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
用既有知識解決問題不想去學新方法,seed_batch,curiosity,boost_v2;endpoint=low;bucket=13-20
誰都難信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
心存懷疑,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
不輕易信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
凡事存疑,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
先查再信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
防人之心,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
懷疑一切,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
小心為上,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
存疑為先,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
不敢輕信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=1-5
別人對我好讓我起疑,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
每個人都有目的在的,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
善意背後往往有私心,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
別人說的話我先存疑,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
免費的東西一定有代價,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
不是每個人都值得信任,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
先懷疑再相信是習慣,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
朋友也可能在算計我,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
人心難測我不敢冒險,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
我核實後才相信說的,seed_batch,suspicion,boost_v2;endpoint=high;bucket=6-12
有人特別好我第一反應是他想要什麼,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
認識很久的朋友我也不敢完全相信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
事情太順利我就擔心有隱藏的陷阱,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
別人做事背後一定有自己的考量,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
難以放鬆總覺得有人在背後算計,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
連新聞都要查多個來源才相信是真的,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
陌生人太熱情我都在想他有什麼目的,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
太完美的事背後一定有沒看到的問題,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
分享個人資訊前先評估對方值不值得信,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
別人說的話我都查過才敢當作事實,seed_batch,suspicion,boost_v2;endpoint=high;bucket=13-20
相信人性,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
人都善良,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
信任別人,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
給予信任,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
人心本善,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
開誠布公,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
善意為先,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
信任第一,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
輕易相信,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
坦誠待人,seed_batch,suspicion,boost_v2;endpoint=low;bucket=1-5
我相信大多數人是善意的,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
別人的好意我都欣然接受,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
不需要懷疑就能輕鬆生活,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
我給予別人充分的信任,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
我相信人性本善不多想,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
對方說的話我就相信了,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
我習慣相信別人的好意,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
不帶懷疑地與人相處很自在,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
信任是合作的基礎,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
我不會無端懷疑別人,seed_batch,suspicion,boost_v2;endpoint=low;bucket=6-12
大部分人做事出於好意所以不多想,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
跟人相處我自然給予信任不猜測動機,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
有人幫我我真的覺得他們是真心的,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
生活輕鬆的秘訣就是不要對每件事都保持懷疑,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
別人說我太易信人但這讓關係更真誠,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
不驗證別人說法因為相信讓生活輕鬆,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
被騙過幾次還是選擇相信下一個人,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
跟陌生人交流先給予信任再慢慢了解,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
我從不猜測動機只接受對方表達的,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
多信任少懷疑才能讓生活更美好,seed_batch,suspicion,boost_v2;endpoint=low;bucket=13-20
我說了算,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
強勢主張,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
絕不妥協,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
堅持立場,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
從不退讓,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
強硬表態,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
主導全場,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
說清楚了,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
我不讓步,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
我來定案,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=1-5
團隊裡我自然成為主導,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
我的意見就是最終決定,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
我強烈表達不接受模糊,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
別人猶豫時我出來定案,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
討論到最後我的想法贏,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
我不接受別人替我做決定,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
面對壓力我更加堅定立場,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
主動提出反對別人意見,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
誰不服就用結果說話,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
我說清楚大家就照辦,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=6-12
在團隊討論中我自然就成為那個拍板決定的人,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
所有人反對我也堅持認為正確的想法,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
除非對方提無法反駁的理由否則不讓步,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
需要表態時我直接說出我的意見,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
我不喜歡模棱兩可的回答必須明確表達立場,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
在爭論中我越來越堅定因為我知道自己是對的,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
別人主導討論我直接挑戰爭取發言,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
會議一開始我就說出立場讓大家知道,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
遇到不公平我直接反對不管對方是誰,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
被說強硬我也不改變要堅持的立場,seed_batch,assertiveness,boost_v2;endpoint=high;bucket=13-20
聽別人的,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
我都可以,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
不表意見,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
被動跟隨,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
接受安排,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
隨便都好,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
不主動說,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
隨眾決定,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
不強求己,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
任人決定,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=1-5
有人決定了我就跟著走,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
我習慣等別人先表態,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
不好意思說出自己的看法,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
讓別人選比我自己選舒服,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
被問意見我說隨便都好,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
我傾向避免衝突所以讓步,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
別人的決定我通常接受,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
在群體中我傾向安靜配合,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
我不喜歡強迫別人接受意見,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
沒人問我就默默執行安排,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=6-12
群體討論中我傾向聆聽而不主動發表,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
心裡有不同想法我通常選擇不說,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
別人要我做什麼我通常答應就算不想,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
我習慣配合別人的計畫不堅持自己的,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
需表態我等大家說完才跟著多數意見,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
寧讓別人拿主意不想承擔決策錯誤,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
別人說什麼我都說好就算有不同看法,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
公開辯護自己立場讓我不安所以沉默,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
群體壓力讓我習慣壓抑真正的想法,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
被問意見我都希望對方直接告訴我,seed_batch,assertiveness,boost_v2;endpoint=low;bucket=13-20
什麼都不在乎,seed_batch,randomness|assertiveness,boost_v2;endpoint=neutral;bucket=1-5
無所謂態度,seed_batch,randomness|assertiveness,boost_v2;endpoint=neutral;bucket=1-5
順其自然就好,seed_batch,optimism|randomness,boost_v2;endpoint=neutral;bucket=1-5
平靜看待一切,seed_batch,optimism|suspicion,boost_v2;endpoint=neutral;bucket=1-5
見機行事,seed_batch,randomness|impulsiveness,boost_v2;endpoint=neutral;bucket=1-5
中庸之道,seed_batch,assertiveness|impulsiveness,boost_v2;endpoint=neutral;bucket=1-5
隨遇而安,seed_batch,randomness|optimism,boost_v2;endpoint=neutral;bucket=1-5
不特別在意,seed_batch,curiosity|suspicion,boost_v2;endpoint=neutral;bucket=1-5
看情況決定,seed_batch,assertiveness|randomness,boost_v2;endpoint=neutral;bucket=6-12
