text,source,trait_tags,notes
我喜歡主導對話和決策,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
掌控局面是我的風格,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
主張,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=1-5
我會直言不諱地表達想法,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
團體中我通常會帶頭發言,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
退縮不是我的個性,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
我對自己的見解充滿信心,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
說服他人是我的強項,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
沉默是懦弱，我選擇發言,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
我的聲音應該被聽見,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
領導他人是我天生的傾向,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
我不認同就會說出來,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
支配談話節奏令我舒適,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
我自然地成為關注的焦點,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=13-20
害羞不在我的詞典裡,seed_batch,assertiveness,v2_seed;endpoint=high;bucket=6-12
我偏好聆聽，不喜歡出風頭,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
退縮,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=1-5
我的聲音不重要，聽他人更重要,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
我在團體中傾向沉默,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
被動地接受他人決策令我自在,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
我不善於表達自己的觀點,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
他人的意見比我的更值信任,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
我害怕被注意或批評,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
安靜是我的舒適圈,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
說話使我緊張,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
我寧願在幕後工作,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
言辭的力量不屬於我,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
聽多於說是我的哲學,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
我很少主動開啟對話,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=13-20
謙虛讓我避免衝突,seed_batch,assertiveness,v2_seed;endpoint=low;bucket=6-12
我會視情況發言或沉默,seed_batch,assertiveness,v2_seed;endpoint=neutral;bucket=13-20
有時主導，有時配合,seed_batch,assertiveness,v2_seed;endpoint=neutral;bucket=6-12
均衡,seed_batch,assertiveness,v2_seed;endpoint=neutral;bucket=1-5
我既不專制也不被動,seed_batch,assertiveness,v2_seed;endpoint=neutral;bucket=6-12
表達程度視乎環境而定,seed_batch,assertiveness,v2_seed;endpoint=neutral;bucket=13-20
未來一定更好，我非常樂觀,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
樂觀,seed_batch,optimism,v2_seed;endpoint=high;bucket=1-5
再大的困難也會過去,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
我總是看到事物的光明面,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
好事將會發生在我身上,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
困境是機會的偽裝,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
我相信一切都會最終解決,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
問題反而激勵我去突破,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
我的人生充滿希望,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
失敗只是成功的前置步驟,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
我從不絕望，永遠充滿希望,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
世界是美好的，值得我去探索,seed_batch,optimism,v2_seed;endpoint=high;bucket=13-20
樂觀幫我度過難關,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
我相信運氣會眷顧我,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
未來充滿可能性,seed_batch,optimism,v2_seed;endpoint=high;bucket=6-12
事情很少如預期發展,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
悲觀,seed_batch,optimism,v2_seed;endpoint=low;bucket=1-5
我對未來沒什麼信心,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
壞事總會發生在我身上,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
希望往往只是幻想,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
困難會壓垮我,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
我總是看到問題而非機會,seed_batch,optimism,v2_seed;endpoint=low;bucket=13-20
失敗就是失敗，沒什麼好的一面,seed_batch,optimism,v2_seed;endpoint=low;bucket=13-20
我的人生充滿失望,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
世界是危險的，充滿不確定性,seed_batch,optimism,v2_seed;endpoint=low;bucket=13-20
樂觀在我看來是不切實際,seed_batch,optimism,v2_seed;endpoint=low;bucket=13-20
我很難相信好事會發生,seed_batch,optimism,v2_seed;endpoint=low;bucket=13-20
前路晦暗無光,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
我對改變沒有期待,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
命運總是不利於我,seed_batch,optimism,v2_seed;endpoint=low;bucket=6-12
我有時樂觀，有時悲觀,seed_batch,optimism,v2_seed;endpoint=neutral;bucket=13-20
看情況而定，我是現實主義者,seed_batch,optimism,v2_seed;endpoint=neutral;bucket=13-20
未來既有機會也有風險,seed_batch,optimism,v2_seed;endpoint=neutral;bucket=13-20
我接受生活的起伏,seed_batch,optimism,v2_seed;endpoint=neutral;bucket=6-12
我能長期堅持一件困難的事,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
風險令我卻步，我選擇安全,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
保守,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=1-5
我總是尋求最安全的選項,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
失敗的代價太高，我不願冒險,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
穩定勝過一切刺激,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
我害怕未知的後果,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
安全第一是我的原則,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
我寧願放棄機會也不冒風險,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
謹慎的人活得最久,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
我不能容忍不確定性,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
最糟的結果總在我的腦海,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
風險就是災難的前兆,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=6-12
我對自己的能力沒有信心,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
保護自己比嘗試新事物更重要,seed_batch,risk_aversion,v2_seed;endpoint=high;bucket=13-20
我願意接受風險以換取回報,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=13-20
冒險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=1-5
做事不計風險是我的作風,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=13-20
機會難得，風險值得承受,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=13-20
大膽是成功的必要條件,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
我不害怕失敗的後果,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
刺激勝過安全,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
沒有冒險就沒有成長,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
我相信自己能處理任何風險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=13-20
活著就是承受風險,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
謹慎只會導致平庸,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
我尋求高風險高回報的機會,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=13-20
未知是機會而非威脅,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
恐懼不是我的限制,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
風險激發我的潛能,seed_batch,risk_aversion,v2_seed;endpoint=low;bucket=6-12
我會評估風險再決定,seed_batch,risk_aversion,v2_seed;endpoint=neutral;bucket=6-12
有些情況我接受風險，有些則否,seed_batch,risk_aversion,v2_seed;endpoint=neutral;bucket=13-20
風險與回報需要權衡,seed_batch,risk_aversion,v2_seed;endpoint=neutral;bucket=13-20
我根據具體情況判斷,seed_batch,risk_aversion,v2_seed;endpoint=neutral;bucket=6-12
我不信任陌生人的好意,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
懷疑,seed_batch,suspicion,v2_seed;endpoint=high;bucket=1-5
人心險惡，我時刻警覺,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
每個人都有隱藏的動機,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
我傾向於相信人會背叛我,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
他人的言辭很難讓我相信,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
信任是奢侈品，我無法承受,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
我總是尋找陷阱和欺騙,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
人都是自私的，包括你,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
我必須不斷驗證他人的真實性,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
表面和善往往隱藏不良意圖,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
信任只會讓我受傷,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
我對他人保持高度警惕,seed_batch,suspicion,v2_seed;endpoint=high;bucket=13-20
被欺騙過一次就夠了,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
我寧可多疑也不要被騙,seed_batch,suspicion,v2_seed;endpoint=high;bucket=6-12
人性本善，我願意相信大多數人,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
信任,seed_batch,suspicion,v2_seed;endpoint=low;bucket=1-5
我傾向於相信他人的善意,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
我很容易信任他人,seed_batch,suspicion,v2_seed;endpoint=low;bucket=6-12
給他人機會是我的哲學,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
大多數人都值得被信任,seed_batch,suspicion,v2_seed;endpoint=low;bucket=6-12
我假設他人都是誠實的,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
懷疑會消耗我的能量,seed_batch,suspicion,v2_seed;endpoint=low;bucket=6-12
相信他人讓生活更美好,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
我喜歡相信世上有善良的人,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
被騙也比總是懷疑好,seed_batch,suspicion,v2_seed;endpoint=low;bucket=6-12
我容易與人建立良好關係,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
信任是我與他人連結的基礎,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
他人一般不會傷害無辜的我,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
我對人類的善良充滿信心,seed_batch,suspicion,v2_seed;endpoint=low;bucket=13-20
我會在信任和警惕間平衡,seed_batch,suspicion,v2_seed;endpoint=neutral;bucket=13-20
我信任某些人，懷疑其他人,seed_batch,suspicion,v2_seed;endpoint=neutral;bucket=13-20
取決於他人的表現,seed_batch,suspicion,v2_seed;endpoint=neutral;bucket=6-12
我既不過度信任也不過度懷疑,seed_batch,suspicion,v2_seed;endpoint=neutral;bucket=13-20
堅持,seed_batch,endurance,v2_seed;endpoint=high;bucket=1-5
困難不會擊倒我，我會堅持到底,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
我有無限的耐心和毅力,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
放棄不在我的選項中,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
我能忍耐痛苦直到成功,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
耐久力是我最強的特質,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
馬拉松而非衝刺是我的風格,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
我習慣於長期的辛苦工作,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
堅韌讓我克服每一個障礙,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
我不會因為困難而中途放棄,seed_batch,endurance,v2_seed;endpoint=high;bucket=13-20
耐心和決心是我的武器,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
我可以忍受任何考驗,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
堅持不懈是我的品質,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
困難越大我越想征服它,seed_batch,endurance,v2_seed;endpoint=high;bucket=6-12
做事缺乏耐心，遇到困難就放棄,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
放棄,seed_batch,endurance,v2_seed;endpoint=low;bucket=1-5
我無法長期堅持困難的任務,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
困難會讓我想退縮,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
耐心不是我的強項,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
我很快會感到疲憊,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
長期的努力令我感到筋疲力盡,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
我不擅長堅持,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
我容易被挫折擊倒,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
持久力差是我的弱點,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
我無法忍耐痛苦或不適,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
短期衝刺比長期堅持更適合我,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
困難中途放棄是常見的事,seed_batch,endurance,v2_seed;endpoint=low;bucket=13-20
我沒有持久的動力,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
馬上放棄會更輕鬆,seed_batch,endurance,v2_seed;endpoint=low;bucket=6-12
有時堅持，有時放棄,seed_batch,endurance,v2_seed;endpoint=neutral;bucket=6-12
我的耐心因情況而異,seed_batch,endurance,v2_seed;endpoint=neutral;bucket=13-20
視任務的重要性而定,seed_batch,endurance,v2_seed;endpoint=neutral;bucket=13-20
我既不特別堅韌也不輕易放棄,seed_batch,endurance,v2_seed;endpoint=neutral;bucket=13-20
我喜歡隨機應變，不按計劃行事,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
隨性,seed_batch,randomness,v2_seed;endpoint=high;bucket=1-5
結構化的日程令我窒息,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
我討厭被固定的計劃束縛,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
臨時改變對我來說很正常,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
計劃會限制我的自由,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
我喜歡隨著感覺走,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
混亂比秩序更適合我,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
我無法長時間遵循同樣的模式,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
多樣性和變化是我的氧氣,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
重複的日常會讓我抓狂,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
我的生活充滿驚喜和偏離,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
計劃通常被我完全打亂,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
靈活性是我的優勢,seed_batch,randomness,v2_seed;endpoint=high;bucket=6-12
我永遠無法按時完成計劃,seed_batch,randomness,v2_seed;endpoint=high;bucket=13-20
穩定規律的生活讓我感到安心,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
秩序,seed_batch,randomness,v2_seed;endpoint=low;bucket=1-5
我需要結構化的日程和計劃,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
預測性讓我感到安全,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
我遵循既定的計劃和流程,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
常規對我很重要,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
混亂會令我焦慮,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
我喜歡知道接下來會發生什麼,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
每天重複相同的事讓我舒適,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
計劃周密帶給我安定感,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
我無法接受突如其來的改變,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
秩序和可預測性是我的安全毯,seed_batch,randomness,v2_seed;endpoint=low;bucket=13-20
我遵循嚴格的日常習慣,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
我討厭驚喜和臨時改變,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
規律的生活讓我高效生產,seed_batch,randomness,v2_seed;endpoint=low;bucket=6-12
我既喜歡計劃也享受隨性,seed_batch,randomness,v2_seed;endpoint=neutral;bucket=13-20
有時我遵循計劃，有時隨意,seed_batch,randomness,v2_seed;endpoint=neutral;bucket=13-20
我在秩序和混亂間找到平衡,seed_batch,randomness,v2_seed;endpoint=neutral;bucket=13-20
視情況而定我選擇秩序或靈活,seed_batch,randomness,v2_seed;endpoint=neutral;bucket=13-20
穩定,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=1-5
我尋求生活的連貫性和一致性,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
變化令我不安，我渴望穩定,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
我喜歡事物保持原樣,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=6-12
突然的改變讓我感到恐懼,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
穩定是我幸福的基礎,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=6-12
我需要知道明天會和今天一樣,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
變動的環境令我困惑,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=6-12
我渴望一個可控且可預測的世界,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
常規和習慣給我安定感,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=6-12
動盪不安是我最大的恐懼,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
我無法適應急速的變化,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
穩定關係是我的優先事項,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=13-20
秩序讓我感到被保護,seed_batch,stability_seeking,v2_seed;endpoint=high;bucket=6-12
變動,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=1-5
變化是生活的香料，我擁抱它,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=13-20
穩定的生活對我來說太無聊,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=13-20
我尋求常數的變化和興奮,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=13-20
動態環境激發我的最佳表現,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=13-20
我適應變化的能力很強,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
未知的未來對我很有吸引力,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=13-20
穩定會讓我感到被困,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
我喜歡新鮮和不同,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
重複和例行讓我感到厭倦,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
變革是進步的引擎,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
我很容易適應新環境,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
動盪令人興奮,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
一成不變是死亡,seed_batch,stability_seeking,v2_seed;endpoint=low;bucket=6-12
我既尋求穩定也接受變化,seed_batch,stability_seeking,v2_seed;endpoint=neutral;bucket=13-20
有時我需要穩定，有時需要變化,seed_batch,stability_seeking,v2_seed;endpoint=neutral;bucket=13-20
我根據情況調整對穩定的需求,seed_batch,stability_seeking,v2_seed;endpoint=neutral;bucket=13-20
穩定和變化都有其價值,seed_batch,stability_seeking,v2_seed;endpoint=neutral;bucket=13-20
探索未知事物是我最大樂趣,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
好奇心,seed_batch,curiosity,v2_seed;endpoint=high;bucket=1-5
我充滿好奇心，什麼都想嘗試,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
我喜歡學習新事物和新技能,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
未知領域吸引著我,seed_batch,curiosity,v2_seed;endpoint=high;bucket=6-12
我總是想知道為什麼和如何,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
探索的慾望驅動我的行動,seed_batch,curiosity,v2_seed;endpoint=high;bucket=6-12
我對生活充滿疑問和興趣,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
新事物令我興奮和著迷,seed_batch,curiosity,v2_seed;endpoint=high;bucket=6-12
我無法抗拒探索的衝動,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
求知欲是我的燃料,seed_batch,curiosity,v2_seed;endpoint=high;bucket=6-12
我喜歡不斷學習和發現,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
未知總是比已知更吸引我,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
我是天生的探險家,seed_batch,curiosity,v2_seed;endpoint=high;bucket=6-12
冒險和探索是我的生命意義,seed_batch,curiosity,v2_seed;endpoint=high;bucket=13-20
熟悉的環境才讓我有安全感,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
無聊,seed_batch,curiosity,v2_seed;endpoint=low;bucket=1-5
我對新事物沒什麼興趣,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
已知的更令我安心,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
探索不是我的優先事項,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
我滿足於現有的知識,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
新事物往往讓我感到困惑,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
我不喜歡學新技能,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
重複而熟悉的任務更適合我,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
變化帶來的不確定性令我焦慮,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
我缺乏探索的衝動,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
未知對我來說是威脅而非機會,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
求知欲不是我的特質,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
我寧願待在舒適區,seed_batch,curiosity,v2_seed;endpoint=low;bucket=6-12
我對新領域的探索沒有興趣,seed_batch,curiosity,v2_seed;endpoint=low;bucket=13-20
我既喜歡探索也享受穩定,seed_batch,curiosity,v2_seed;endpoint=neutral;bucket=13-20
有時好奇，有時滿足於現狀,seed_batch,curiosity,v2_seed;endpoint=neutral;bucket=13-20
我根據情況決定是否探索,seed_batch,curiosity,v2_seed;endpoint=neutral;bucket=13-20
求知欲和滿足感在我內平衡,seed_batch,curiosity,v2_seed;endpoint=neutral;bucket=13-20
直覺行動,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
冒險成癮,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
試試看,seed_batch,impulsiveness,v2_seed;endpoint=high;bucket=1-5
謹慎為上,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
計劃周密,seed_batch,impulsiveness,v2_seed;endpoint=low;bucket=1-5
